,流水號,國字,審定音,詞例,限讀說明,通假說明,備注
8,2281,磑,ㄨㄟˋ,,,,
9,2282,磈,ㄎㄨㄟˇ,,,,
10,*2283,磃,ㄙ,,,,
11,*2284,磝,ㄠˊ,,,,
12,2285,磪,ㄘㄨㄟ,,,,
13,2286,磨,1.ㄇㄛˊ\n2.ㄇㄛˋ,1.磨刀、磨\n練、磨牙、\n好事多磨\n2.石磨、磨麵\n、磨豆腐,,,凡以磨子碾\n碎之動作，音\nㄇㄛˋ；其餘\n動作音\nㄇㄛˊ。
14,2287,磷,ㄌ｜ㄣˊ,,,,
15,2288,磳,ㄗㄥ,,,,
16,2289,磴,ㄉㄥˋ,,,,
17,2290,磽,ㄑ｜ㄠ,,,,
0,2291,磻,1.ㄆㄢˊ\n2.ㄅㄛ,1.磻溪\n2.「流磻平\n皋，垂綸長\n川。」（文\n選‧嵇康‧\n贈秀才入軍\n詩五首之\n四）,,,
1,*2292,礌,ㄌㄟˋ,,,,
2,2293,礉,1.ㄏㄜˊ\n2.ㄑ｜ㄠˋ,1.「其極慘礉\n少恩。」（史\n記‧韓非\n傳‧贊曰）\n2.礉磽,,,
3,*2294,礐,ㄑㄩㄝˋ,,,,
4,2295,礛,ㄐ｜ㄢ,,,,
5,2296,礜,ㄩˋ,,,,
6,2297,礦,ㄎㄨㄤˋ,,,,
7,2298,礥,ㄒ｜ㄢˊ,,,,
8,2299,礧,ㄌㄟˊ,「觸曲以\n縈繞，駭崩浪\n而相礧。」\n（文選‧郭\n璞‧江賦）,,通「磊」時，\n音ㄌㄟˇ。,
9,2300,礫,ㄌ｜ˋ,,,,
10,2301,礱,ㄌㄨㄥˊ,,,,
11,*2302,示,ㄕˋ,,,,
12,2303,礿,ㄩㄝˋ,,,,
13,2304,祉,ㄓˇ,,,,
14,2305,祋,ㄉㄨㄟˋ,,,,
15,2306,祌,ㄓㄨㄥˋ,,,,
0,2307,祇,1.ㄑ｜ˊ\n2.ㄓˇ,1.神祇\n2.祇是,,,當副詞「只」\n義時，依通俗\n讀法，ㄓ改讀\n為ㄓˇ。
1,*2308,祈,ㄑ｜ˊ,,,,
2,*2309,祖,ㄗㄨˇ,,,,
3,*2310,神,ㄕㄣˊ,,,,
4,2311,祕,1.ㄇ│ˋ\n2.ㄅ│ˋ\n(限讀),1.祕書、便\n祕、祕密,2.限於「祕\n魯」一詞音\nㄅ│ˋ。,,
5,2312,祒,ㄊ｜ㄠˊ,,,,
6,2313,祓,ㄈㄨˊ,,,,
7,*2314,祝,ㄓㄨˋ,,,,
8,2315,祪,ㄍㄨㄟˇ,,,,
9,2316,票,ㄆ｜ㄠˋ,郵票、支票、\n綁票、票友、\n一票買賣,,通「彯」、「熛」\n時，音\nㄆ｜ㄠ。,
10,2317,祭,1.ㄐ｜ˋ\n2.ㄓㄞˋ,1.祭品、祭祀\n2.姓（如東漢\n有祭彤）,,,
11,2318,禁,1.ㄐ｜ㄣˋ\n2.ㄐ｜ㄣ,1.宵禁、禁\n止、囚禁\n2.弱不禁\n風、禁受、\n禁得起,,,
12,2319,禔,ㄊ｜ˊ,,,,
13,*2320,禓,｜ㄤˊ,,,,
14,*2321,禜,ㄩㄥˋ,,,,
15,2322,禪,1.ㄔㄢˊ\n2.ㄕㄢˋ,1.禪坐、禪語\n2.禪讓、封禪,,,
16,2323,禧,ㄒ｜,,,,
17,2324,禬,ㄍㄨㄟˋ,,,,
0,2325,禱,ㄉㄠˇ,,,,
1,2326,禰,1.ㄋ｜ˇ\n2.ㄇ｜ˊ,1.禰廟\n2.姓（如東漢\n有禰衡）,,,
2,2327,禳,ㄖㄤˊ,,,,
3,2328,禴,ㄩㄝˋ,,,,
4,2329,禸,ㄖㄡˊ,,,,
5,2330,禺,ㄩˊ,,,,
6,*2331,离,ㄌ｜ˊ,,,,
7,*2332,秏,ㄏㄠˋ,,,,
8,2333,秘,1.ㄇ｜ˋ\n2.ㄅ｜ˋ\n(限讀),1.「祕」的異\n體字,2.限於「祕\n魯」或作「秘\n魯」，音\nㄅ｜ˋ。,,
9,2334,秤,1.ㄔㄥˋ\n2.ㄆ｜ㄥˊ,1.秤薪而\n爨、磅秤\n2.天秤,,,
10,2335,秠,ㄆ｜,,,,
11,*2336,秧,｜ㄤ,,,,
12,*2337,秸,ㄐ｜ㄚˊ,,,,
13,*2338,移,｜ˊ,,,,
14,*2339,稅,ㄕㄨㄟˋ,,,,
15,2340,稍,ㄕㄠ,,,,
16,2341,稃,ㄈㄨ,,,,
17,*2342,稜,ㄌㄥˊ,,,,
18,*2343,稘,ㄐ｜,,,,
19,*2344,稞,ㄎㄜ,,,,
20,*2345,稠,ㄔㄡˊ,,,,
21,2346,稟,ㄅ｜ㄥˇ,稟賦、稟\n明、、稟承、\n稟告,,通「廩」時，\n音ㄌ｜ㄣˇ。,
22,2347,稰,ㄒㄩ,,,,
0,*2348,稯,ㄗㄨㄥ,,,,
1,2349,種,1.ㄓㄨㄥˇ\n2.ㄓㄨㄥˋ,1.種子、種類\n2.種田、接種,,,
2,2350,稱,1.ㄔㄥ\n2.ㄔㄥˋ,1.稱號、稱\n讚、稱一稱\n2.稱職、對\n稱、桿稱,,,
3,2351,稽,1.ㄐ｜\n2.ㄑ｜ˇ,1.稽查、稽\n留、滑稽\n2.稽首、稽顙,,,
4,2352,稹,ㄓㄣˇ,,,,
5,*2353,穜,ㄊㄨㄥˊ,,,,
6,2354,穢,ㄏㄨㄟˋ,,,,
7,2355,穫,ㄏㄨㄛˋ,,,,
8,2356,穰,ㄖㄤˊ,,,,
9,2357,穴,ㄒㄩㄝˋ,,,,
10,2358,究,ㄐ｜ㄡˋ,,,,
11,2359,穹,ㄑㄩㄥ,,,,
12,2360,空,1.ㄎㄨㄥ\n2.ㄎㄨㄥˋ,1.天空、空\n間、空手、\n空歡喜\n2.空閒、空白,,,
13,2361,突,ㄊㄨˊ,突然、衝突、\n突圍、突出、\n趵突泉,,,
14,*2362,穾,｜ㄠˇ,,,,
15,2363,窀,ㄓㄨㄣ,,,,
16,*2364,窅,｜ㄠˇ,,,,
17,2365,窄,ㄓㄞˇ,,,,
18,2366,窌,ㄌ｜ㄠˊ,,,,
19,*2367,窊,ㄨㄚ,,,,
20,2368,窔,｜ㄠˇ,,,,
0,*2369,窐,ㄍㄨㄟ,,,,
1,2370,窒,ㄓˋ,窒息、窒礙,,,
2,2371,窕,ㄊ｜ㄠˇ,窕邃、窈窕,,通「姚」時，\n音｜ㄠˊ。,
3,2372,窘,ㄐㄩㄥˇ,,,,
4,2373,窣,ㄙㄨˋ,,,,
5,2374,窨,｜ㄣˋ,,,,
6,2375,窬,ㄩˊ,,,,
7,2376,窲,ㄌ｜ㄠˋ,,,,
8,2377,窴,ㄊ｜ㄢˊ,,,,
9,*2378,窳,ㄩˇ,,,,
10,*2379,窺,ㄎㄨㄟ,,,,
11,2380,窶,1.ㄐㄩˋ\n2.ㄌㄡˊ\n(限讀),1.「主人辭以\n窶。」（禮\n記‧曲禮上）,2.限於「甌\n窶」一詞音\nㄌㄡˊ。,,
12,*2381,竀,ㄔㄥ,,,,
13,2382,竁,ㄘㄨㄟˋ,,,,
14,*2383,竄,ㄘㄨㄢˋ,,,,
15,*2384,立,ㄌ｜ˋ,,,,
16,2385,竘,ㄑㄩˇ,,,,
17,2386,竣,ㄐㄩㄣˋ,,,,
18,2387,竷,ㄎㄢˋ,,,,
19,*2388,竺,ㄓㄨˊ,,,,
20,*2389,竿,ㄍㄢ,,,,
21,*2390,笐,ㄍㄤ,,,,
22,2391,笆,ㄅㄚ,,,,
23,2392,笓,ㄆ｜ˊ,「笓，取蝦竹\n器。」（廣韻）,,通「篦」時，\n音ㄅ｜ˋ。,
24,2393,笅,｜ㄠˊ,,,,
25,*2394,笏,ㄏㄨˋ,,,,
26,2395,笊,ㄓㄠˋ,,,,
0,2396,笢,ㄇ｜ㄣˇ,,,,
1,2397,笴,ㄍㄜˇ,,,,
2,2398,笪,ㄉㄚˊ,,,,
3,2398,笘,ㄕㄢ,,,,
4,2400,笲,ㄈㄢˊ,,,,
5,2401,笮,ㄗㄜˊ,,,,
6,2402,笭,ㄌ｜ㄥˊ,,,,
7,2403,筊,ㄐ｜ㄠˇ,,,,
8,2404,筒,ㄊㄨㄥˇ,,,,
9,*2405,筍,ㄙㄨㄣˇ,,,,
10,2406,筈,ㄍㄨㄚ,,,,
11,2407,答,1.ㄉㄚˊ\n2.ㄉㄚ,1.答數、回答\n2.答應、羞答\n答,,,
12,2408,筤,ㄌㄤˊ,,,,
13,2409,筩,ㄊㄨㄥˇ,,,,取ㄊㄨㄥ\nˇ，與「筒」\n一致。
14,2410,筴,1.ㄘㄜˋ\n2.ㄐ｜ㄚˊ,1.「策」的異\n體字\n2.「祝宗人元\n瑞以臨牢\n筴。」（莊\n子‧達生）,,,
15,*2411,筲,ㄕㄠ,,,,
16,*2412,筧,ㄐ｜ㄢˇ,,,,
17,2413,箈,ㄔˊ,,,,
18,2414,箔,ㄅㄛˊ,,,,
19,2415,箑,ㄕㄚˋ,,,,
20,2416,箐,ㄐ｜ㄥ,,,,
21,*2417,算,ㄙㄨㄢˋ,,,,
22,2418,箘,ㄐㄩㄣˋ,,,,
0,2419,箄,1.ㄆㄞˊ\n2.ㄅㄟ,1.箄船\n2.「炊忘箸\n箄，飯落釜\n中。」（南\n朝宋‧劉義\n慶‧世說新\n語‧夙惠）,,,
1,*2420,箸,ㄓㄨˋ,,,,
2,*2421,箷,｜ˊ,,,,
3,2422,篎,ㄇ｜ㄠˇ,,,,
4,2423,箯,ㄅ｜ㄢ,,,,
5,2424,箹,ㄩㄝ,,,,
6,2425,箠,ㄔㄨㄟˊ,,,,
7,2426,篣,ㄆㄤˊ,,,,
8,2427,篝,ㄍㄡ,,,,
9,2428,篩,ㄕㄞ,,,,
10,2429,篹,ㄙㄨㄢˇ,「薦用玉豆\n雕篹。」（禮\n記‧明堂位）,,通「撰」、「饌」\n時，音\nㄓㄨㄢˋ。通\n「纂」時，音\nㄗㄨㄢˇ。,
11,2430,篦,ㄅ｜ˋ,,,,
12,2431,簇,ㄘㄨˋ,箭簇、簇擁、\n花團錦簇、簇\n新,,,
13,*2432,篿,ㄊㄨㄢˊ,,,,
14,*2433,簎,ㄘㄜˋ,,,,
15,2434,簍,ㄌㄡˇ,,,,
16,2435,簂,ㄍㄨㄛˊ,,,,
17,2436,篸,ㄘㄣ,,,,
18,2437,簉,ㄗㄠˋ,,,,
19,2438,簃,｜ˊ,,,,
20,2439,簁,ㄒ｜ˇ,,,,
0,*2440,簜,ㄉㄤˋ,,,,
1,2441,簩,ㄌㄠˊ,,,,
2,*2442,簨,ㄙㄨㄣˇ,,,,
3,2443,簠,ㄈㄨˇ,,,,
4,2444,簪,ㄗㄢ,,,,
5,2445,簝,ㄌ｜ㄠˊ,,,,
6,2446,簥,ㄐ｜ㄠ,,,,
7,2447,簿,ㄅㄨˋ,帳簿、簿子、\n對簿公堂、簿\n錄,,通「箔」時，\n音ㄅㄛˊ。,
8,2448,簸,1.ㄅㄛˇ\n2.ㄅㄛˋ,1.簸米、簸\n弄、顛簸\n2.簸箕,,,
9,2449,簼,ㄍㄡ,,,,
10,*2450,簹,ㄉㄤ,,,,
11,2451,簻,ㄓㄨㄚ,,,,
12,2452,籊,ㄊ｜ˋ,,,,
13,2453,籍,ㄐ｜ˊ,地籍、祖籍、\n書籍、學籍,,,
14,2454,籔,ㄕㄨˋ,,,,
15,2455,籠,ㄌㄨㄥˊ,,,,
16,*2456,籛,ㄐ｜ㄢ,,,,
17,2457,籧,ㄑㄩˊ,,,,
18,2458,籺,ㄏㄜˊ,,,,
19,2459,籹,1.ㄋㄩˇ\n2.ㄓㄨㄤ,1.粔籹\n2.「妝」之異\n體字,,,
20,2460,粗,ㄘㄨ,,,,
21,2461,粘,ㄋ｜ㄢˊ,,,,
22,*2462,粢,ㄗ,,,,
0,2463,粥,1.ㄓㄡ\n2.ㄓㄨˋ\n(限讀)\n3.ㄩˋ\n(限讀),1.粥湯、小米\n粥,2.限於「粥\n粥」一詞音\nㄓㄨˋ。\n3.限於「葷\n粥」（民族\n名）一詞音\nㄩˋ。,,
1,2464,粳,ㄍㄥ,,,,
2,2465,粽,ㄗㄨㄥˋ,,,,
3,2466,糅,ㄖㄡˊ,,,,
4,2467,糈,ㄒㄩˇ,,,,
5,2468,糊,ㄏㄨˊ,,,,
6,2469,糜,ㄇ｜ˊ,,,,
7,2470,糙,ㄘㄠ,,,,此 字 切 語 為\n「七到切」，\n本當讀\nㄘㄠˋ，然此\n音同「肏」，\n為 北 平 人 罵\n人之語，ㄘㄠ\n為避音，故取\nㄘㄠ較文雅。
8,2471,糲,ㄌ｜ˋ,,,,
9,2472,糷,ㄌㄢˋ,,,,
10,2473,糸,ㄇ｜ˋ,,,,
11,2474,糾,ㄐ｜ㄡ,,,,
12,2475,紀,ㄐ｜ˋ,,,,
13,2476,紅,1.ㄏㄨㄥˊ\n2.ㄍㄨㄥ\n(限讀),1.紅色、分\n紅、紅包、\n紅塵,2.限於「女\n紅」一詞音\nㄍㄨㄥ。,,
14,*2477,約,ㄩㄝ,,,,
15,2478,紇,ㄏㄜˊ,,,,
16,2479,紃,ㄒㄩㄣˊ,,,,
0,2480,紓,ㄕㄨ,,,,
1,2481,紕,ㄆ｜,紕漏、紕謬,,,
2,2482,紑,ㄈㄡˊ,,,,
3,*2483,紗,ㄕㄚ,,,,
4,2484,紝,ㄖㄣˋ,,,,
5,2485,純,ㄔㄨㄣˊ,,,,
6,2486,紟,ㄐ｜ㄣ,,,,
7,2487,紛,ㄈㄣ,,,,
8,2488,紒,ㄐ｜ㄝˋ,,,,
9,2489,索,ㄙㄨㄛˇ,,,,
10,2490,統,ㄊㄨㄥˇ,,,,
11,*2491,紹,ㄕㄠˋ,,,,
12,2492,紬,1.ㄔㄡˊ\n2.ㄔㄡ,1.「醉來且擁\n黃紬睡。」\n（宋‧陸\n游‧秋晚雨\n中詩）\n2.紬繹、紬次,,,
13,*2493,絅,ㄐㄩㄥˇ,,,,
14,2494,絀,ㄔㄨˋ,,,,
15,2495,絁,ㄕ,,,,
16,2496,絇,ㄑㄩˊ,,,,
0,2497,紾,1.ㄓㄣˇ\n2.ㄊ｜ㄢˇ,1.「紾兄之臂\n而奪之食。」\n（孟子‧告\n子下）、「千\n變萬紾。」\n（淮南子‧\n原道）\n2.「老牛之\n角，紾而\n昔。」（周\n禮‧冬官考\n工記‧弓人）,,,
1,2498,紮,ㄓㄚˊ,,,,
2,2499,累,1.ㄌㄟˇ\n2.ㄌㄟˋ,1.累犯、累\n積、累贅、\n「係累其子\n弟。」（孟\n子‧梁惠王\n下）\n2.家累、連\n累、勞累、\n「累你多走\n一趟。」,,,當堆疊義\n時，音ㄌㄟ\nˇ；疲倦、負\n擔、牽涉義\n時，音ㄌㄟ\nˋ。
3,*2500,絞,ㄐ｜ㄠˇ,,,,
4,*2501,絯,ㄍㄞ,,,,
5,2502,絣,ㄅㄥ,,,,
6,2503,絘,ㄘˋ,,,,
7,2504,絓,ㄍㄨㄚˋ,,,,
8,2505,結,1.ㄐ｜ㄝˊ\n2.ㄐ｜ㄝ,1.繩結、結\n婚、結果、\n結構\n2.結實、結結\n巴巴,,,
9,*2506,絧,ㄊㄨㄥˊ,,,,
0,2507,絡,1.ㄌㄨㄛˋ\n2.ㄌㄠˋ,1.脈絡、馬絡\n頭、籠絡、\n絡繹不絕\n2.絡子,,,
1,2508,給,1.ㄐ｜ˇ\n2.ㄍㄟˇ,1.年給、給事\n中、供給、\n配給、給\n假、給與、\n職務加給\n2.「我給他一\n本書。」、\n「給我拿\n來！」、「快\n給他道\n歉！」,,,單獨當動詞\n與口語習用\n的新生詞，多\n音ㄍㄟˇ；複\n合詞多音\nㄐ｜ˇ。
2,2509,絭,ㄐㄩㄢˋ,,,,
3,*2510,絮,ㄒㄩˋ,,,,
4,2511,絜,ㄒ｜ㄝˊ,「絜之百\n圍。」（莊\n子‧人間\n世）、「與陳\n涉度長絜\n大。」（文\n選‧賈誼‧過\n秦論）,,通「潔」時，\n音ㄐ｜ㄝˊ。,
5,2512,綅,ㄑ｜ㄣ,,,,
6,2513,綍,ㄈㄨˊ,,,,
7,*2514,綆,ㄍㄥˇ,,,,
8,*2515,綃,ㄒ｜ㄠ,,,,
9,*2516,絹,ㄐㄩㄢˋ,,,,
10,*2517,絻,ㄨㄣˋ,,,,
11,2518,綏,ㄙㄨㄟ,,,,
12,2519,綰,ㄨㄢˇ,,,,
13,2520,綟,ㄌ｜ˋ,,,,
0,2521,綷,ㄘㄨㄟˋ,,,,
1,2522,綣,ㄑㄩㄢˇ,,,,
2,2523,緂,ㄊㄢ,,,,
3,*2524,綴,ㄓㄨㄟˋ,,,,
4,2525,緁,ㄑ｜,,,,
5,2526,緀,ㄑ｜,,,,
6,*2527,綪,ㄑ｜ㄢˋ,,,,
7,2528,緎,ㄩˋ,,,,
8,2529,綝,1.ㄔㄣ\n2.ㄌ｜ㄣˊ,1.「綝，止\n也。」（說\n文）\n2.綝纚,,,
9,*2530,綢,ㄔㄡˊ,,,,
10,2531,綠,ㄌㄩˋ,,,,
11,2532,綸,1.ㄌㄨㄣˊ\n2.ㄍㄨㄢ,1.綸絲、釣\n綸、滿腹經\n綸、綸言、\n綸布\n2.羽扇綸巾,,,
12,2533,綮,1.ㄑ｜ㄥˋ\n2.ㄑ｜ˇ,1.肯綮\n2.「綮，戟衣\n也。」（玉\n篇）,,,
13,2534,綦,ㄑ｜ˊ,,,,
14,2535,綖,｜ㄢˊ,,,,
15,2536,締,ㄉ｜ˋ,,,,
16,2537,緷,ㄩㄣˋ,,,,
17,*2538,編,ㄅ｜ㄢ,,,,
18,2539,緪,ㄍㄥ,,,,
19,2540,緡,ㄇ｜ㄣˊ,,,,
20,2541,緯,ㄨㄟˇ,,,,
21,2542,緹,ㄊ｜ˊ,,,,
0,2543,緝,ㄑ｜ˋ,,,,
1,2544,緺,1.ㄍㄨㄛ\n2.ㄨㄛ,1.「佩青緺，\n出宮門。」\n（史記‧滑\n稽傳‧褚少\n孫補衛青\n傳）,,,
2,2545,緣,ㄩㄢˊ,,,,
3,2546,緱,ㄍㄡ,,,,
4,2547,緶,ㄅ｜ㄢˋ,,,,
5,2548,緰,ㄊㄡˊ,,,,
6,2549,縡,ㄗㄞˋ,,,,
7,2550,縞,ㄍㄠˇ,,,,
8,2551,縛,ㄈㄨˊ,,,,
9,2552,縓,ㄑㄩㄢˊ,,,,
10,2553,縕,ㄩㄣˋ,,,,
11,2554,縝,ㄓㄣˇ,,,,
12,2555,縣,ㄒ｜ㄢˋ,,,,
13,2556,縮,ㄙㄨㄛ,,,,
14,*2557,縴,ㄑ｜ㄢˋ,,,,
15,2558,縳,ㄓㄨㄢˋ,,,,
16,2559,縹,ㄆ｜ㄠˇ,,,,
17,2560,繆,1.ㄇㄡˊ\n2.ㄇ｜ㄠˋ\n3.ㄇ｜ㄡˋ,1.綢繆、繆篆\n2.姓（如三國\n時魏國有繆\n襲）\n3.紕繆、繆巧,,通「穆」時，\n音ㄇㄨˋ。,
18,2561,縵,ㄇㄢˋ,,,,
19,*2562,縪,ㄅ｜ˋ,,,,
20,2563,縸,ㄇㄨˋ,,,,
0,2564,繃,1.ㄅㄥ\n2.ㄅㄥˇ\n3.ㄅㄥˋ,1.繃帶、繃\n紮、繃緊\n2.繃著臉、繃\n不住\n3.繃開、繃鼓\n子,,,
1,*2565,縿,ㄕㄢ,,,,
2,2566,縫,1.ㄈㄥˊ\n2.ㄈㄥˋ,1.裁縫、縫紉\n2.門縫、衣縫,,,
3,*2567,總,ㄗㄨㄥˇ,,,,
4,2568,縱,1.ㄗㄨㄥˋ\n2.ㄗㄨㄥ,1.放縱、縱聲\n大笑、縱然\n2.縱隊,,,
5,*2569,繅,ㄙㄠ,,,,
6,*2570,繄,｜,,,,
7,2571,繁,1.ㄈㄢˊ\n2.ㄆㄛˊ,1.繁榮、繁\n雜、繁殖、\n繁花、繁分\n數\n2.姓（如三國\n時魏國有繁\n欽）,,通「鞶」時，\n音ㄆㄢˊ。,
8,2572,繇,｜ㄠˊ,皋繇（古人\n名。虞舜時刑\n官之長）、「厥\n土黑墳，厥草\n惟繇。」（書\n經‧禹貢）,,通「由」時，\n音｜ㄡˊ。通\n「籀」時，音\nㄓㄡˋ。,
9,*2573,繌,ㄗㄨㄥ,,,,
10,*2574,織,ㄓ,,,,
11,*2575,繜,ㄗㄨㄣ,,,,
12,2576,繒,ㄗㄥ,,,,
13,2577,繘,ㄩˋ,,,,
14,2578,繐,ㄙㄨㄟˋ,,,,
0,*2579,繞,ㄖㄠˋ,,,,
1,2580,繚,ㄌ｜ㄠˊ,,,,
2,2581,繙,ㄈㄢ,,,,
3,2582,繵,ㄉㄢˋ,,,,
4,2583,,ㄐ｜ㄤ,,,,
5,*2584,繩,ㄕㄥˊ,,,,
6,2585,繰,ㄗㄠˇ,「朱綠繰。」\n（禮記‧禮\n器）,,通「繅」時，\n音ㄙㄠ。,
7,2586,繯,ㄏㄨㄢˊ,,,,
8,2587,繳,1.ㄐ｜ㄠˇ\n2.ㄓㄨㄛˊ,1.繳納、繳費\n2.矰繳、繳射,,,
9,2588,繫,1.ㄒ｜ˋ\n2.ㄐ｜ˋ,1.繫念、繫\n馬、聯繫\n2.繫鞋帶兒,,,ㄐ｜ˋ僅用\n於綁、扣、結\n之白話詞，餘\n皆音ㄒ｜ˋ。
10,2589,繻,ㄖㄨˊ,,,,
11,2590,纍,ㄌㄟˊ,果實纍纍、\n「南有樛\n木，葛藟纍\n之。」（詩\n經‧周南‧樛\n木）,,,
12,*2591,纖,ㄒ｜ㄢ,,,,
13,*2592,纔,ㄘㄞˊ,,,,
14,2593,纗,ㄒ｜,,,,
15,2594,纛,ㄉㄠˋ,,,,
16,*2595,纚,ㄕˇ,,,,
17,2596,纜,ㄌㄢˇ,,,,
18,2597,缿,ㄒ｜ㄤˋ,,,,
19,2598,罋,ㄨㄥˋ,,,,
20,2599,罕,ㄏㄢˇ,,,,
21,2600,罘,ㄈㄨˊ,,,,
0,2601,罜,ㄓㄨˋ,,,,
1,2602,罝,ㄐㄩ,,,,
2,2603,罣,ㄍㄨㄚˋ,,,,
3,2604,罥,ㄐㄩㄢˋ,,,,
4,2605,罦,ㄈㄨˊ,,,,
5,2606,罬,ㄓㄨㄛˊ,,,,
6,2607,罫,ㄍㄨㄚˋ,,,,
7,2608,罧,ㄕㄣˋ,,,,
8,2609,罨,｜ㄢˇ,,,,
9,2610,署,1.ㄕㄨˇ\n2.ㄕㄨˋ,1.官署、署\n長、環保署\n2.部署、簽\n署、署理,,,
10,2611,罷,1.ㄅㄚˋ\n2.ㄆ｜ˊ,1.欲罷不\n能、罷免、\n罷官、罷了\n2.罷乏、罷民,,,
11,2612,罻,ㄨㄟˋ,,,,
12,2613,罺,ㄔㄠ,,,,
13,2614,罿,ㄊㄨㄥˊ,,,,
14,2615,罾,ㄗㄥ,,,,
15,2616,羊,｜ㄤˊ,山羊、羊腸小\n徑、姓（如春\n秋時燕國有\n羊角哀）,,通「祥」時，\n音ㄒ｜ㄤˊ。,
16,2617,羋,1.ㄇ｜ㄝ\n2.ㄇ｜ˇ,1.羋羋叫（狀\n聲詞。形容\n羊的叫聲）\n2.姓（如戰國\n時齊國有羋\n嬰）,,,
17,2618,羛,ㄒ｜,羛陽（古地\n名）,,通「義」時\n音｜ˋ。，,
0,2619,羠,｜ˊ,,,,
1,2620,羥,1.ㄎㄥ\n2.ㄑ｜ㄤˇ,1.「羥，羊名\n也。」（說\n文）\n2.羥基,,,「羥基」原為\n氫氧基之簡\n稱，故取\nㄑ｜ㄤˇ（氫\n氧之合音）。
2,*2621,羨,ㄒ｜ㄢˋ,,,,
3,2622,羬,ㄑ｜ㄢˊ,,,,
4,2623,羱,ㄩㄢˊ,,,,
5,2624,,ㄍㄥ,,,,
6,2625,羼,ㄔㄢˋ,,,,
7,*2626,翁,ㄨㄥ,,,,
8,2627,翑,ㄑㄩˊ,,,,
9,2628,翏,ㄌ｜ㄠˊ,,,,
10,2629,翛,ㄒ｜ㄠ,翛翛、翛然,,通「倏」時，\n音ㄕㄨˋ。,
11,2630,翜,ㄕㄚˋ,,,,
12,2631,翢,1.ㄉㄠˋ\n2.ㄓㄡ\n(限讀),1.「翢，纛\n也。」（爾\n雅‧釋言）,2.限於「翢\n翢」（鳥名）\n一詞音ㄓ\nㄡ。,,
13,2632,翟,1.ㄓㄞˊ\n2.ㄉ｜ˊ,1.陽翟（縣\n名）、姓（如\n漢代有翟方\n進）\n2.長尾翟、墨\n翟（人名。\n即墨子）,,,
14,2633,翪,ㄗㄨㄥ,,,,
15,2634,翭,ㄏㄡˊ,,,,
16,2635,翨,ㄕˋ,,,,
17,2636,翮,ㄍㄜˊ,,,,
18,2637,翰,ㄏㄢˋ,,,,
0,2638,翯,ㄏㄜˋ,,,,
1,2639,翳,｜ˋ,,,,
2,2640,翲,ㄆ｜ㄠ,,,,
3,2641,翹,1.ㄑ｜ㄠˊ\n2.ㄑ｜ㄠˋ,1.翹楚、翹\n首、翹舌\n2.翹翹板、翹\n辮子,,,口語語音\nㄑ｜ㄠˋ，文\n言詞音\nㄑ｜ㄠˊ。
4,2642,翿,ㄉㄠˋ,,,,
5,2643,耀,｜ㄠˋ,,,,
6,*2644,耆,ㄑ｜ˊ,,,,
7,*2645,而,ㄦˊ,,,,
8,*2646,耐,ㄋㄞˋ,,,,
9,2647,耏,1.ㄦˊ\n2.ㄋㄞˋ,1.「冒耏之\n類。」（後\n漢書‧肅宗\n孝章帝紀）\n2.「耏，罪不\n至髡也。」\n（說文）,,,
10,2648,耑,ㄉㄨㄢ,開耑,,通「專」時，\n音ㄓㄨㄢ。,
11,2649,耒,ㄌㄟˇ,,,,
12,2650,耕,ㄍㄥ,,,,
13,2651,耙,ㄆㄚˊ,,,,
14,*2652,耗,ㄏㄠˋ,,,,
15,2653,耡,ㄓㄨˋ,「以歲時合\n耦于耡。」\n（周禮‧地\n官‧里宰）,,通「鋤」音\nㄔㄨˊ。時，,
16,*2654,耤,ㄐ｜ˊ,,,,
17,*2655,耬,ㄌㄡˊ,,,,
18,*2656,耳,ㄦˇ,,,,
19,2657,耴,ㄖㄜˊ,,,,
0,2658,耵,ㄉ｜ㄥˇ,,,,
1,2659,耶,｜ㄝˊ,,,,
2,2660,耽,ㄉㄢ,,,,
3,2661,聃,ㄉㄢ,,,,
4,2662,聘,ㄆ｜ㄥˋ,,,,
5,2663,聞,ㄨㄣˊ,,,,
6,*2664,聚,ㄐㄩˋ,,,,
7,*2665,聱,ㄠˊ,,,,
8,2666,聳,ㄙㄨㄥˇ,,,,
9,*2667,職,ㄓˊ,,,,
10,*2668,聶,ㄋ｜ㄝˋ,,,,
11,2669,聹,ㄋ｜ㄥˊ,,,,
12,2670,聽,1.ㄊ｜ㄥ\n2.ㄊ｜ㄥˋ,1.聽講、聽戲\n2.聽其自\n然、聽天由\n命、垂簾聽\n政,,,一般口語音\nㄊ｜ㄥ，文言\n動詞方音\nㄊ｜ㄥˋ。
13,*2671,肆,ㄙˋ,,,,
14,2672,肉,ㄖㄡˋ,,,,
15,2673,肋,ㄌㄜˋ,,,,
16,*2674,肛,ㄍㄤ,,,,
17,2675,肚,1.ㄉㄨˋ\n2.ㄉㄨˇ,1.肚皮\n2.猪肚子,,,
18,*2676,肐,ㄍㄜ,,,,
19,*2677,肖,ㄒ｜ㄠˋ,,,,
20,2678,肪,ㄈㄤˊ,,,,
21,2679,肺,ㄈㄟˋ,,,,
22,*2680,肫,ㄓㄨㄣ,,,,
23,*2681,肸,ㄒ｜ˋ,,,,
24,*2682,肩,ㄐ｜ㄢ,,,,
